movieId,movie_idx,primary_arc,sentiment,arc_uplifting,arc_tense_release,arc_cathartic,arc_thought_provoking,arc_bittersweet,arc_draining,arc_neutral_fun
122,0,uplifting,0.9042,0.36363636297520663,0.0,0.18181818148760331,0.0,0.18181818148760331,0.0,0.27272727223140497
185,1,tense_release,-0.8519,0.0,0.6666666651851852,0.11111111086419753,0.0,0.0,0.22222222172839506,0.0
231,2,uplifting,-0.33,0.2857142848979592,0.0,0.1428571424489796,0.0,0.0,0.2857142848979592,0.2857142848979592
292,3,tense_release,0.1779,0.0,0.3999999992,0.1999999996,0.1999999996,0.1999999996,0.0,0.0
316,4,neutral_fun,0.8779,0.22222222172839506,0.22222222172839506,0.0,0.22222222172839506,0.0,0.0,0.3333333325925926
329,5,neutral_fun,0.5574,0.15384615360946746,0.15384615360946746,0.15384615360946746,0.15384615360946746,0.15384615360946746,0.0,0.2307692304142012
355,6,uplifting,0.6124,0.7272727259504133,0.0,0.0,0.0,0.0,0.0,0.27272727223140497
356,7,cathartic,0.9955,0.21052631556786702,0.0,0.3157894733518005,0.0,0.21052631556786702,0.10526315778393351,0.15789473667590026
362,8,uplifting,0.8074,0.36363636297520663,0.0,0.18181818148760331,0.0,0.18181818148760331,0.0,0.27272727223140497
364,9,uplifting,0.9866,0.4705882347404844,0.0,0.1176470586851211,0.0,0.1176470586851211,0.0,0.2941176467128027
370,10,uplifting,-0.3869,0.22222222172839506,0.22222222172839506,0.11111111086419753,0.0,0.0,0.22222222172839506,0.22222222172839506
377,11,tense_release,0.9022,0.18181818148760331,0.36363636297520663,0.18181818148760331,0.0,0.18181818148760331,0.0,0.09090909074380166
420,12,tense_release,-0.6808,0.15384615360946746,0.4615384608284024,0.07692307680473373,0.0,0.0,0.15384615360946746,0.15384615360946746
466,13,uplifting,0.3222,0.3076923072189349,0.15384615360946746,0.15384615360946746,0.0,0.0,0.15384615360946746,0.2307692304142012
480,14,tense_release,0.9981,0.18181818148760331,0.36363636297520663,0.0,0.18181818148760331,0.0,0.0,0.27272727223140497
520,15,uplifting,0.2838,0.4999999975,0.0,0.0,0.0,0.0,0.0,0.4999999975
539,16,uplifting,0.9332,0.26666666631111113,0.0,0.26666666631111113,0.0,0.26666666631111113,0.0,0.19999999973333332
586,17,uplifting,0.25,0.6666666644444444,0.0,0.0,0.0,0.0,0.0,0.3333333322222222
588,18,uplifting,0.9859,0.5882352934256054,0.0,0.0,0.0,0.0,0.0,0.4117647053979238
589,19,uplifting,0.9899,0.2857142848979592,0.2857142848979592,0.0,0.2857142848979592,0.0,0.0,0.1428571424489796
594,20,uplifting,0.8445,0.5882352934256054,0.0,0.1176470586851211,0.0,0.1176470586851211,0.0,0.17647058802768165
616,21,uplifting,-0.4019,0.44444444345679013,0.0,0.11111111086419753,0.0,0.0,0.22222222172839506,0.22222222172839506
110,22,cathartic,0.9887,0.15384615360946746,0.15384615360946746,0.3076923072189349,0.0,0.15384615360946746,0.15384615360946746,0.07692307680473373
151,23,cathartic,-0.8355,0.0,0.1176470586851211,0.4117647053979238,0.0,0.2352941173702422,0.2352941173702422,0.0
260,24,neutral_fun,0.999,0.22222222172839506,0.22222222172839506,0.0,0.22222222172839506,0.0,0.0,0.3333333325925926
376,25,tense_release,0.2023,0.0,0.999999995,0.0,0.0,0.0,0.0,0.0
590,26,neutral_fun,0.9921,0.22222222172839506,0.0,0.22222222172839506,0.0,0.22222222172839506,0.0,0.3333333325925926
648,27,tense_release,0.8002,0.18181818148760331,0.5454545444628099,0.0,0.0,0.0,0.0,0.27272727223140497
719,28,uplifting,-0.296,0.4999999975,0.0,0.0,0.0,0.0,0.0,0.4999999975
733,29,tense_release,-0.2732,0.0,0.6666666644444444,0.0,0.0,0.0,0.0,0.3333333322222222
736,30,tense_release,0.93,0.15384615360946746,0.3076923072189349,0.15384615360946746,0.0,0.15384615360946746,0.0,0.2307692304142012
780,31,neutral_fun,0.5283,0.15384615360946746,0.15384615360946746,0.15384615360946746,0.15384615360946746,0.0,0.15384615360946746,0.2307692304142012
786,32,tense_release,0.2023,0.0,0.49999999875,0.249999999375,0.0,0.249999999375,0.0,0.0
802,33,cathartic,0.8885,0.18181818148760331,0.0,0.36363636297520663,0.0,0.36363636297520663,0.0,0.09090909074380166
858,34,uplifting,0.9842,0.22222222172839506,0.22222222172839506,0.22222222172839506,0.0,0.22222222172839506,0.0,0.11111111086419753
1049,35,tense_release,0.1376,0.0,0.4999999975,0.0,0.0,0.0,0.0,0.4999999975
1073,36,uplifting,0.9477,0.7692307680473373,0.0,0.0,0.0,0.0,0.0,0.2307692304142012
1210,37,neutral_fun,0.9907,0.22222222172839506,0.22222222172839506,0.0,0.22222222172839506,0.0,0.0,0.3333333325925926
1356,38,tense_release,0.9878,0.18181818148760331,0.36363636297520663,0.0,0.18181818148760331,0.0,0.0,0.27272727223140497
1391,39,uplifting,0.9193,0.36363636297520663,0.18181818148760331,0.0,0.18181818148760331,0.0,0.0,0.27272727223140497
1544,40,tense_release,-0.836,0.0,0.3076923072189349,0.07692307680473373,0.15384615360946746,0.0,0.3076923072189349,0.15384615360946746
213,41,cathartic,-0.0516,0.0,0.0,0.4999999975,0.0,0.4999999975,0.0,0.0
1148,42,uplifting,0.9118,0.5333333326222223,0.13333333315555557,0.0,0.0,0.0,0.0,0.3333333328888889
1246,43,uplifting,0.7717,0.2857142848979592,0.0,0.2857142848979592,0.0,0.2857142848979592,0.0,0.1428571424489796
1252,44,tense_release,0.8499,0.15384615360946746,0.4615384608284024,0.0,0.15384615360946746,0.0,0.15384615360946746,0.07692307680473373
1276,45,uplifting,0.9403,0.2857142848979592,0.0,0.2857142848979592,0.0,0.2857142848979592,0.0,0.1428571424489796
1288,46,uplifting,0.8422,0.6666666651851852,0.0,0.0,0.0,0.0,0.0,0.3333333325925926
1408,47,cathartic,0.6597,0.15384615360946746,0.15384615360946746,0.3076923072189349,0.0,0.15384615360946746,0.15384615360946746,0.07692307680473373
1552,48,tense_release,0.7351,0.22222222172839506,0.44444444345679013,0.0,0.0,0.0,0.0,0.3333333325925926
1564,49,uplifting,0.8625,0.26666666631111113,0.0,0.26666666631111113,0.0,0.26666666631111113,0.0,0.19999999973333332
1597,50,tense_release,0.5233,0.13333333315555557,0.26666666631111113,0.26666666631111113,0.0,0.26666666631111113,0.0,0.06666666657777778
1674,51,cathartic,0.3164,0.15384615360946746,0.15384615360946746,0.3076923072189349,0.0,0.3076923072189349,0.0,0.07692307680473373
3408,52,uplifting,0.9871,0.2857142848979592,0.0,0.2857142848979592,0.0,0.2857142848979592,0.0,0.1428571424489796
3684,53,cathartic,0.8316,0.18181818148760331,0.0,0.36363636297520663,0.0,0.36363636297520663,0.0,0.09090909074380166
4535,54,cathartic,0.802,0.18181818148760331,0.0,0.36363636297520663,0.0,0.36363636297520663,0.0,0.09090909074380166
4677,55,uplifting,-0.4588,0.22222222172839506,0.22222222172839506,0.11111111086419753,0.0,0.0,0.22222222172839506,0.22222222172839506
4995,56,cathartic,0.9954,0.15384615360946746,0.15384615360946746,0.3076923072189349,0.0,0.3076923072189349,0.0,0.07692307680473373
5299,57,uplifting,0.9001,0.36363636297520663,0.0,0.18181818148760331,0.0,0.18181818148760331,0.0,0.27272727223140497
5505,58,uplifting,0.8832,0.36363636297520663,0.0,0.18181818148760331,0.0,0.18181818148760331,0.0,0.27272727223140497
5527,59,cathartic,0.8875,0.18181818148760331,0.0,0.36363636297520663,0.0,0.36363636297520663,0.0,0.09090909074380166
5952,60,uplifting,0.9974,0.44444444345679013,0.22222222172839506,0.0,0.0,0.0,0.0,0.3333333325925926
6287,61,uplifting,0.3682,0.5714285697959184,0.0,0.0,0.0,0.0,0.0,0.42857142734693876
6377,62,uplifting,0.9927,0.5333333326222223,0.0,0.0,0.0,0.0,0.0,0.46666666604444446
6539,63,uplifting,0.9616,0.4615384608284024,0.15384615360946746,0.0,0.0,0.0,0.0,0.3846153840236686
7153,64,uplifting,0.9988,0.44444444345679013,0.22222222172839506,0.0,0.0,0.0,0.0,0.3333333325925926
7155,65,uplifting,0.6369,0.5714285697959184,0.0,0.0,0.0,0.0,0.0,0.42857142734693876
8529,66,cathartic,0.9575,0.21052631556786702,0.0,0.3157894733518005,0.0,0.21052631556786702,0.10526315778393351,0.15789473667590026
8533,67,cathartic,0.8852,0.13333333315555557,0.0,0.39999999946666664,0.0,0.26666666631111113,0.13333333315555557,0.06666666657777778
8783,68,tense_release,0.8793,0.18181818148760331,0.36363636297520663,0.18181818148760331,0.0,0.18181818148760331,0.0,0.09090909074380166
27821,69,tense_release,0.2263,0.0,0.3333333322222222,0.3333333322222222,0.0,0.3333333322222222,0.0,0.0
33750,70,cathartic,-0.7506,0.0,0.0,0.4545454537190083,0.0,0.18181818148760331,0.36363636297520663,0.0
21,71,uplifting,0.8953,0.3076923072189349,0.15384615360946746,0.15384615360946746,0.0,0.15384615360946746,0.0,0.2307692304142012
34,72,uplifting,0.6242,0.5333333326222223,0.0,0.13333333315555557,0.0,0.13333333315555557,0.0,0.19999999973333332
39,73,uplifting,0.98,0.36363636297520663,0.0,0.18181818148760331,0.0,0.18181818148760331,0.0,0.27272727223140497
150,74,neutral_fun,0.9662,0.22222222172839506,0.0,0.22222222172839506,0.0,0.22222222172839506,0.0,0.3333333325925926
153,75,tense_release,0.2263,0.1999999996,0.3999999992,0.0,0.0,0.0,0.0,0.3999999992
161,76,cathartic,-0.891,0.0,0.15384615360946746,0.3846153840236686,0.0,0.15384615360946746,0.3076923072189349,0.0
165,77,tense_release,-0.9204,0.0,0.6666666651851852,0.11111111086419753,0.0,0.0,0.22222222172839506,0.0
208,78,tense_release,-0.4576,0.0,0.22222222172839506,0.11111111086419753,0.22222222172839506,0.0,0.22222222172839506,0.22222222172839506
253,79,draining,-0.4218,0.0,0.0,0.3333333325925926,0.0,0.22222222172839506,0.44444444345679013,0.0
266,80,cathartic,0.5106,0.13333333315555557,0.0,0.39999999946666664,0.0,0.26666666631111113,0.13333333315555557,0.06666666657777778
317,81,uplifting,0.8779,0.4615384608284024,0.0,0.15384615360946746,0.0,0.15384615360946746,0.0,0.2307692304142012
344,82,uplifting,0.8385,0.5714285697959184,0.0,0.0,0.0,0.0,0.0,0.42857142734693876
349,83,tense_release,-0.0258,0.0,0.6666666644444444,0.0,0.0,0.0,0.0,0.3333333322222222
